family,samples,genes,reads,kingdom,phylum,class,order,genus,oxygenstat,metabolism,gram,file
Akkermansiaceae,ERR260164,643,26080,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260165,643,267106,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260166,643,954906,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260167,643,60372,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260173,643,238400,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260174,643,334622,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260177,643,745,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260180,643,1759,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260181,643,885,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260185,643,169002,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260186,643,510515,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260189,643,29045,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260194,643,34900,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260195,643,8980,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260198,643,367815,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260199,643,267943,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260200,643,284102,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260203,643,490000,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260204,643,269368,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260206,643,9938,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260214,643,2317426,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260218,643,53279,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260223,643,14081,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260227,643,254635,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260230,643,736,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260231,643,315812,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260235,643,296705,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260238,643,995,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260244,643,882009,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260245,643,95139,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260246,643,610232,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260250,643,994402,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260251,643,34934,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260252,643,488409,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260258,643,4839,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260261,643,163328,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260270,643,90007,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260275,643,26318,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR260276,643,12916,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR275251,643,455665,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321108,643,701,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321144,643,130346,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321148,643,212585,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321150,643,334,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321182,643,448256,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321188,643,4498,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321190,643,52763,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321202,643,17848,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321204,643,904,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321208,643,3255,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321221,643,993,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321239,643,3214,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321243,643,1355,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321247,643,3242,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321251,643,49119,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321252,643,4864,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321292,643,1680,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321358,643,19170,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321393,643,174046,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321397,643,640,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321432,643,6585,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321441,643,122,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321453,643,5232,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321480,643,9941,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321487,643,18970,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321515,643,1688,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321528,643,1541,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321548,643,18590,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321553,643,1256223,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321560,643,421530,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321562,643,462636,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321567,643,2885,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321568,643,7522,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321578,643,53959,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321584,643,328020,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321587,643,58728,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321589,643,11983,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321592,643,505356,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321602,643,587907,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321606,643,6123,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321612,643,139145,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321614,643,19722,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321616,643,7911,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321619,643,5170,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321627,643,93496,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321628,643,589277,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321631,643,22538,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321634,643,5298,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321640,643,44686,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321642,643,3222,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR321648,643,103148,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414233,643,20431,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414234,643,1260,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414235,643,6353,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414239,643,287662,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414240,643,259,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414241,643,851,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414242,643,152382,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414244,643,290883,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414246,643,1145987,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414250,643,400448,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414252,643,384525,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414254,643,2991,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414265,643,2252,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414266,643,3239248,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414267,643,9205,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414270,643,1847,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414274,643,976259,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414278,643,980148,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414279,643,1556310,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414282,643,2643,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414283,643,1446,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414288,643,3306855,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414292,643,49730,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
Akkermansiaceae,ERR414294,643,75048,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansia,Obligate anaerobe,"Saccharolytic, fermentative",Negative,Akkermansia_muciniphila_ATCC_BAA_835.xml
